VHSBNR;VNR;VNAME;NHSBNR;NNR;NNAME;ZEIT
101;1;"Dresden Bahnhof Mitte";101;1;"Dresden Bahnhof Mitte";300
101;1;"Dresden Bahnhof Mitte";105;1;"Dresden Bahnhof Mitte";300
101;1;"Dresden Bahnhof Mitte";105;1;"Dresden Bahnhof Mitte";180
101;1;"Dresden Bahnhof Mitte";107;1;"Dresden Bahnhof Mitte";180
101;1;"Dresden Bahnhof Mitte";107;1;"Dresden Bahnhof Mitte";180
102;1;"Dresden Bahnhof Mitte";103;1;"Dresden Bahnhof Mitte";120
102;1;"Dresden Bahnhof Mitte";104;1;"Dresden Bahnhof Mitte";120
102;1;"Dresden Bahnhof Mitte";105;1;"Dresden Bahnhof Mitte";180
102;1;"Dresden Bahnhof Mitte";107;1;"Dresden Bahnhof Mitte";90
102;1;"Dresden Bahnhof Mitte";102;1;"Dresden Bahnhof Mitte";120
103;1;"Dresden Bahnhof Mitte";104;1;"Dresden Bahnhof Mitte";180
103;1;"Dresden Bahnhof Mitte";105;1;"Dresden Bahnhof Mitte";240
103;1;"Dresden Bahnhof Mitte";107;1;"Dresden Bahnhof Mitte";180
103;1;"Dresden Bahnhof Mitte";102;1;"Dresden Bahnhof Mitte";120
103;1;"Dresden Bahnhof Mitte";103;1;"Dresden Bahnhof Mitte";120
104;1;"Dresden Bahnhof Mitte";104;1;"Dresden Bahnhof Mitte";120
104;1;"Dresden Bahnhof Mitte";105;1;"Dresden Bahnhof Mitte";240
104;1;"Dresden Bahnhof Mitte";107;1;"Dresden Bahnhof Mitte";300
104;1;"Dresden Bahnhof Mitte";102;1;"Dresden Bahnhof Mitte";120
104;1;"Dresden Bahnhof Mitte";103;1;"Dresden Bahnhof Mitte";180
105;1;"Dresden Bahnhof Mitte";101;1;"Dresden Bahnhof Mitte";300
105;1;"Dresden Bahnhof Mitte";101;1;"Dresden Bahnhof Mitte";180
105;1;"Dresden Bahnhof Mitte";102;1;"Dresden Bahnhof Mitte";180
105;1;"Dresden Bahnhof Mitte";103;1;"Dresden Bahnhof Mitte";240
105;1;"Dresden Bahnhof Mitte";104;1;"Dresden Bahnhof Mitte";240
107;1;"Dresden Bahnhof Mitte";101;1;"Dresden Bahnhof Mitte";180
107;1;"Dresden Bahnhof Mitte";102;1;"Dresden Bahnhof Mitte";90
107;1;"Dresden Bahnhof Mitte";103;1;"Dresden Bahnhof Mitte";180
107;1;"Dresden Bahnhof Mitte";104;1;"Dresden Bahnhof Mitte";300
107;1;"Dresden Bahnhof Mitte";101;1;"Dresden Bahnhof Mitte";180
301;3;"Dresden Prager Straße";301;3;"Dresden Prager Straße";120
301;3;"Dresden Prager Straße";302;3;"Dresden Prager Straße";120
302;3;"Dresden Prager Straße";301;3;"Dresden Prager Straße";120
302;3;"Dresden Prager Straße";302;3;"Dresden Prager Straße";120
401;4;"Dresden Altmarkt";402;4;"Dresden Altmarkt";180
401;4;"Dresden Altmarkt";401;4;"Dresden Altmarkt";120
402;4;"Dresden Altmarkt";401;4;"Dresden Altmarkt";180
402;4;"Dresden Altmarkt";402;4;"Dresden Altmarkt";120
501;5;"Dresden Pirnaischer Platz";505;5;"Dresden Pirnaischer Platz";480
501;5;"Dresden Pirnaischer Platz";502;5;"Dresden Pirnaischer Platz";180
501;5;"Dresden Pirnaischer Platz";503;5;"Dresden Pirnaischer Platz";180
501;5;"Dresden Pirnaischer Platz";504;5;"Dresden Pirnaischer Platz";180
501;5;"Dresden Pirnaischer Platz";501;5;"Dresden Pirnaischer Platz";120
502;5;"Dresden Pirnaischer Platz";502;5;"Dresden Pirnaischer Platz";120
502;5;"Dresden Pirnaischer Platz";503;5;"Dresden Pirnaischer Platz";180
502;5;"Dresden Pirnaischer Platz";504;5;"Dresden Pirnaischer Platz";240
502;5;"Dresden Pirnaischer Platz";501;5;"Dresden Pirnaischer Platz";180
502;5;"Dresden Pirnaischer Platz";505;5;"Dresden Pirnaischer Platz";420
503;5;"Dresden Pirnaischer Platz";503;5;"Dresden Pirnaischer Platz";120
503;5;"Dresden Pirnaischer Platz";504;5;"Dresden Pirnaischer Platz";180
503;5;"Dresden Pirnaischer Platz";501;5;"Dresden Pirnaischer Platz";180
503;5;"Dresden Pirnaischer Platz";505;5;"Dresden Pirnaischer Platz";420
503;5;"Dresden Pirnaischer Platz";502;5;"Dresden Pirnaischer Platz";180
504;5;"Dresden Pirnaischer Platz";503;5;"Dresden Pirnaischer Platz";180
504;5;"Dresden Pirnaischer Platz";504;5;"Dresden Pirnaischer Platz";120
504;5;"Dresden Pirnaischer Platz";501;5;"Dresden Pirnaischer Platz";180
504;5;"Dresden Pirnaischer Platz";505;5;"Dresden Pirnaischer Platz";480
504;5;"Dresden Pirnaischer Platz";502;5;"Dresden Pirnaischer Platz";240
505;5;"Dresden Pirnaischer Platz";504;5;"Dresden Pirnaischer Platz";480
505;5;"Dresden Pirnaischer Platz";501;5;"Dresden Pirnaischer Platz";480
505;5;"Dresden Pirnaischer Platz";505;5;"Dresden Pirnaischer Platz";120
505;5;"Dresden Pirnaischer Platz";502;5;"Dresden Pirnaischer Platz";420
505;5;"Dresden Pirnaischer Platz";503;5;"Dresden Pirnaischer Platz";420
601;6;"DD Deutsches Hygiene-Museum";602;6;"DD Deutsches Hygiene-Museum";600
601;6;"DD Deutsches Hygiene-Museum";601;6;"DD Deutsches Hygiene-Museum";120
602;6;"DD Deutsches Hygiene-Museum";602;6;"DD Deutsches Hygiene-Museum";120
602;6;"DD Deutsches Hygiene-Museum";601;6;"DD Deutsches Hygiene-Museum";600
701;7;"Dresden Straßburger Platz";706;7;"Dresden Straßburger Platz";120
701;7;"Dresden Straßburger Platz";703;7;"Dresden Straßburger Platz";420
701;7;"Dresden Straßburger Platz";704;7;"Dresden Straßburger Platz";120
701;7;"Dresden Straßburger Platz";705;7;"Dresden Straßburger Platz";120
701;7;"Dresden Straßburger Platz";701;7;"Dresden Straßburger Platz";120
703;7;"Dresden Straßburger Platz";706;7;"Dresden Straßburger Platz";480
703;7;"Dresden Straßburger Platz";703;7;"Dresden Straßburger Platz";120
703;7;"Dresden Straßburger Platz";704;7;"Dresden Straßburger Platz";300
703;7;"Dresden Straßburger Platz";705;7;"Dresden Straßburger Platz";300
703;7;"Dresden Straßburger Platz";701;7;"Dresden Straßburger Platz";420
704;7;"Dresden Straßburger Platz";704;7;"Dresden Straßburger Platz";120
704;7;"Dresden Straßburger Platz";705;7;"Dresden Straßburger Platz";120
704;7;"Dresden Straßburger Platz";701;7;"Dresden Straßburger Platz";120
704;7;"Dresden Straßburger Platz";706;7;"Dresden Straßburger Platz";120
704;7;"Dresden Straßburger Platz";703;7;"Dresden Straßburger Platz";300
705;7;"Dresden Straßburger Platz";704;7;"Dresden Straßburger Platz";120
705;7;"Dresden Straßburger Platz";705;7;"Dresden Straßburger Platz";120
705;7;"Dresden Straßburger Platz";701;7;"Dresden Straßburger Platz";120
705;7;"Dresden Straßburger Platz";706;7;"Dresden Straßburger Platz";120
705;7;"Dresden Straßburger Platz";703;7;"Dresden Straßburger Platz";300
706;7;"Dresden Straßburger Platz";704;7;"Dresden Straßburger Platz";120
706;7;"Dresden Straßburger Platz";705;7;"Dresden Straßburger Platz";120
706;7;"Dresden Straßburger Platz";701;7;"Dresden Straßburger Platz";120
706;7;"Dresden Straßburger Platz";706;7;"Dresden Straßburger Platz";120
706;7;"Dresden Straßburger Platz";703;7;"Dresden Straßburger Platz";480
801;8;"Dresden Großer Garten";801;8;"Dresden Großer Garten";120
801;8;"Dresden Großer Garten";802;8;"Dresden Großer Garten";120
802;8;"Dresden Großer Garten";801;8;"Dresden Großer Garten";120
802;8;"Dresden Großer Garten";802;8;"Dresden Großer Garten";120
901;9;"Dresden Dürerstraße";901;9;"Dresden Dürerstraße";60
1001;10;"Dresden Sachsenallee";1001;10;"Dresden Sachsenallee";120
1101;11;"Dresden Rosa-Luxemburg-Platz";1101;11;"Dresden Rosa-Luxemburg-Platz";120
1201;12;"DD Bautzner/Rothenburger Str.";1201;12;"DD Bautzner/Rothenburger Str.";120
1201;12;"DD Bautzner/Rothenburger Str.";1203;12;"DD Bautzner/Rothenburger Str.";180
1201;12;"DD Bautzner/Rothenburger Str.";1202;12;"DD Bautzner/Rothenburger Str.";120
1202;12;"DD Bautzner/Rothenburger Str.";1201;12;"DD Bautzner/Rothenburger Str.";120
1202;12;"DD Bautzner/Rothenburger Str.";1203;12;"DD Bautzner/Rothenburger Str.";120
1202;12;"DD Bautzner/Rothenburger Str.";1202;12;"DD Bautzner/Rothenburger Str.";120
1203;12;"DD Bautzner/Rothenburger Str.";1201;12;"DD Bautzner/Rothenburger Str.";180
1203;12;"DD Bautzner/Rothenburger Str.";1203;12;"DD Bautzner/Rothenburger Str.";120
1203;12;"DD Bautzner/Rothenburger Str.";1202;12;"DD Bautzner/Rothenburger Str.";120
1301;13;"Dresden Albertplatz";1301;13;"Dresden Albertplatz";120
1301;13;"Dresden Albertplatz";1304;13;"Dresden Albertplatz";240
1301;13;"Dresden Albertplatz";1302;13;"Dresden Albertplatz";180
1301;13;"Dresden Albertplatz";1303;13;"Dresden Albertplatz";240
1302;13;"Dresden Albertplatz";1304;13;"Dresden Albertplatz";240
1302;13;"Dresden Albertplatz";1302;13;"Dresden Albertplatz";120
1302;13;"Dresden Albertplatz";1303;13;"Dresden Albertplatz";360
1302;13;"Dresden Albertplatz";1301;13;"Dresden Albertplatz";180
1303;13;"Dresden Albertplatz";1304;13;"Dresden Albertplatz";420
1303;13;"Dresden Albertplatz";1302;13;"Dresden Albertplatz";360
1303;13;"Dresden Albertplatz";1303;13;"Dresden Albertplatz";120
1303;13;"Dresden Albertplatz";1301;13;"Dresden Albertplatz";240
1304;13;"Dresden Albertplatz";1302;13;"Dresden Albertplatz";240
1304;13;"Dresden Albertplatz";1303;13;"Dresden Albertplatz";420
1304;13;"Dresden Albertplatz";1301;13;"Dresden Albertplatz";240
1304;13;"Dresden Albertplatz";1304;13;"Dresden Albertplatz";120
1401;14;"Dresden Carolaplatz";1402;14;"Dresden Carolaplatz";120
1401;14;"Dresden Carolaplatz";1401;14;"Dresden Carolaplatz";120
1402;14;"Dresden Carolaplatz";1402;14;"Dresden Carolaplatz";120
1402;14;"Dresden Carolaplatz";1401;14;"Dresden Carolaplatz";120
1501;15;"Dresden Synagoge";1501;15;"Dresden Synagoge";120
1601;16;"Dresden Bahnhof Neustadt";1607;16;"Dresden Bahnhof Neustadt";180
1601;16;"Dresden Bahnhof Neustadt";1603;16;"Dresden Bahnhof Neustadt";180
1601;16;"Dresden Bahnhof Neustadt";1601;16;"Dresden Bahnhof Neustadt";180
1602;16;"Dresden Bahnhof Neustadt";1605;16;"Dresden Bahnhof Neustadt";60
1602;16;"Dresden Bahnhof Neustadt";1606;16;"Dresden Bahnhof Neustadt";180
1602;16;"Dresden Bahnhof Neustadt";1607;16;"Dresden Bahnhof Neustadt";120
1602;16;"Dresden Bahnhof Neustadt";1602;16;"Dresden Bahnhof Neustadt";120
1602;16;"Dresden Bahnhof Neustadt";1603;16;"Dresden Bahnhof Neustadt";180
1602;16;"Dresden Bahnhof Neustadt";1604;16;"Dresden Bahnhof Neustadt";240
1603;16;"Dresden Bahnhof Neustadt";1606;16;"Dresden Bahnhof Neustadt";180
1603;16;"Dresden Bahnhof Neustadt";1602;16;"Dresden Bahnhof Neustadt";180
1603;16;"Dresden Bahnhof Neustadt";1601;16;"Dresden Bahnhof Neustadt";180
1603;16;"Dresden Bahnhof Neustadt";1604;16;"Dresden Bahnhof Neustadt";300
1603;16;"Dresden Bahnhof Neustadt";1605;16;"Dresden Bahnhof Neustadt";180
1604;16;"Dresden Bahnhof Neustadt";1607;16;"Dresden Bahnhof Neustadt";240
1604;16;"Dresden Bahnhof Neustadt";1602;16;"Dresden Bahnhof Neustadt";240
1604;16;"Dresden Bahnhof Neustadt";1603;16;"Dresden Bahnhof Neustadt";300
1604;16;"Dresden Bahnhof Neustadt";1604;16;"Dresden Bahnhof Neustadt";120
1604;16;"Dresden Bahnhof Neustadt";1605;16;"Dresden Bahnhof Neustadt";240
1604;16;"Dresden Bahnhof Neustadt";1606;16;"Dresden Bahnhof Neustadt";180
1605;16;"Dresden Bahnhof Neustadt";1602;16;"Dresden Bahnhof Neustadt";60
1605;16;"Dresden Bahnhof Neustadt";1603;16;"Dresden Bahnhof Neustadt";180
1605;16;"Dresden Bahnhof Neustadt";1604;16;"Dresden Bahnhof Neustadt";240
1605;16;"Dresden Bahnhof Neustadt";1605;16;"Dresden Bahnhof Neustadt";120
1605;16;"Dresden Bahnhof Neustadt";1606;16;"Dresden Bahnhof Neustadt";180
1605;16;"Dresden Bahnhof Neustadt";1607;16;"Dresden Bahnhof Neustadt";120
1606;16;"Dresden Bahnhof Neustadt";1603;16;"Dresden Bahnhof Neustadt";180
1606;16;"Dresden Bahnhof Neustadt";1604;16;"Dresden Bahnhof Neustadt";180
1606;16;"Dresden Bahnhof Neustadt";1605;16;"Dresden Bahnhof Neustadt";180
1606;16;"Dresden Bahnhof Neustadt";1606;16;"Dresden Bahnhof Neustadt";120
1606;16;"Dresden Bahnhof Neustadt";1607;16;"Dresden Bahnhof Neustadt";120
1606;16;"Dresden Bahnhof Neustadt";1602;16;"Dresden Bahnhof Neustadt";180
1607;16;"Dresden Bahnhof Neustadt";1604;16;"Dresden Bahnhof Neustadt";240
1607;16;"Dresden Bahnhof Neustadt";1605;16;"Dresden Bahnhof Neustadt";120
1607;16;"Dresden Bahnhof Neustadt";1606;16;"Dresden Bahnhof Neustadt";120
1607;16;"Dresden Bahnhof Neustadt";1601;16;"Dresden Bahnhof Neustadt";180
1607;16;"Dresden Bahnhof Neustadt";1602;16;"Dresden Bahnhof Neustadt";120
1701;17;"Dresden Anton-/Leipziger Str.";1703;17;"Dresden Anton-/Leipziger Str.";180
1701;17;"Dresden Anton-/Leipziger Str.";1704;17;"Dresden Anton-/Leipziger Str.";180
1701;17;"Dresden Anton-/Leipziger Str.";1701;17;"Dresden Anton-/Leipziger Str.";120
1701;17;"Dresden Anton-/Leipziger Str.";1705;17;"Dresden Anton-/Leipziger Str.";180
1701;17;"Dresden Anton-/Leipziger Str.";1702;17;"Dresden Anton-/Leipziger Str.";300
1702;17;"Dresden Anton-/Leipziger Str.";1703;17;"Dresden Anton-/Leipziger Str.";300
1702;17;"Dresden Anton-/Leipziger Str.";1704;17;"Dresden Anton-/Leipziger Str.";120
1702;17;"Dresden Anton-/Leipziger Str.";1701;17;"Dresden Anton-/Leipziger Str.";300
1702;17;"Dresden Anton-/Leipziger Str.";1705;17;"Dresden Anton-/Leipziger Str.";180
1702;17;"Dresden Anton-/Leipziger Str.";1702;17;"Dresden Anton-/Leipziger Str.";120
1703;17;"Dresden Anton-/Leipziger Str.";1704;17;"Dresden Anton-/Leipziger Str.";120
1703;17;"Dresden Anton-/Leipziger Str.";1701;17;"Dresden Anton-/Leipziger Str.";180
1703;17;"Dresden Anton-/Leipziger Str.";1705;17;"Dresden Anton-/Leipziger Str.";180
1703;17;"Dresden Anton-/Leipziger Str.";1702;17;"Dresden Anton-/Leipziger Str.";300
1703;17;"Dresden Anton-/Leipziger Str.";1703;17;"Dresden Anton-/Leipziger Str.";120
1704;17;"Dresden Anton-/Leipziger Str.";1704;17;"Dresden Anton-/Leipziger Str.";120
1704;17;"Dresden Anton-/Leipziger Str.";1701;17;"Dresden Anton-/Leipziger Str.";180
1704;17;"Dresden Anton-/Leipziger Str.";1705;17;"Dresden Anton-/Leipziger Str.";180
1704;17;"Dresden Anton-/Leipziger Str.";1702;17;"Dresden Anton-/Leipziger Str.";120
1704;17;"Dresden Anton-/Leipziger Str.";1703;17;"Dresden Anton-/Leipziger Str.";120
1705;17;"Dresden Anton-/Leipziger Str.";1701;17;"Dresden Anton-/Leipziger Str.";180
1705;17;"Dresden Anton-/Leipziger Str.";1705;17;"Dresden Anton-/Leipziger Str.";120
1705;17;"Dresden Anton-/Leipziger Str.";1702;17;"Dresden Anton-/Leipziger Str.";180
1705;17;"Dresden Anton-/Leipziger Str.";1703;17;"Dresden Anton-/Leipziger Str.";180
1705;17;"Dresden Anton-/Leipziger Str.";1704;17;"Dresden Anton-/Leipziger Str.";180
1801;18;"Dresden Palaisplatz";1801;18;"Dresden Palaisplatz";120
1801;18;"Dresden Palaisplatz";1802;18;"Dresden Palaisplatz";120
1802;18;"Dresden Palaisplatz";1801;18;"Dresden Palaisplatz";120
1802;18;"Dresden Palaisplatz";1802;18;"Dresden Palaisplatz";120
1901;19;"Dresden Neustädter Markt";1902;19;"Dresden Neustädter Markt";180
1901;19;"Dresden Neustädter Markt";1901;19;"Dresden Neustädter Markt";120
1902;19;"Dresden Neustädter Markt";1902;19;"Dresden Neustädter Markt";120
1902;19;"Dresden Neustädter Markt";1901;19;"Dresden Neustädter Markt";180
2001;20;"Dresden Theaterplatz";2001;20;"Dresden Theaterplatz";120
2001;20;"Dresden Theaterplatz";2002;20;"Dresden Theaterplatz";180
2002;20;"Dresden Theaterplatz";2001;20;"Dresden Theaterplatz";180
2002;20;"Dresden Theaterplatz";2002;20;"Dresden Theaterplatz";120
2101;21;"DD Kongresszentrum/H d Presse";2101;21;"DD Kongresszentrum/H d Presse";120
2101;21;"DD Kongresszentrum/H d Presse";2102;21;"DD Kongresszentrum/H d Presse";180
2102;21;"DD Kongresszentrum/H d Presse";2102;21;"DD Kongresszentrum/H d Presse";120
2102;21;"DD Kongresszentrum/H d Presse";2101;21;"DD Kongresszentrum/H d Presse";180
2301;23;"Dresden Schweriner Straße";2301;23;"Dresden Schweriner Straße";120
2501;25;"Dresden Hp Freiberger Straße";2507;25;"Dresden Hp Freiberger Straße";180
2501;25;"Dresden Hp Freiberger Straße";2504;25;"Dresden Hp Freiberger Straße";180
2501;25;"Dresden Hp Freiberger Straße";2505;25;"Dresden Hp Freiberger Straße";360
2501;25;"Dresden Hp Freiberger Straße";2501;25;"Dresden Hp Freiberger Straße";120
2501;25;"Dresden Hp Freiberger Straße";2502;25;"Dresden Hp Freiberger Straße";120
2501;25;"Dresden Hp Freiberger Straße";2506;25;"Dresden Hp Freiberger Straße";180
2502;25;"Dresden Hp Freiberger Straße";2504;25;"Dresden Hp Freiberger Straße";90
2502;25;"Dresden Hp Freiberger Straße";2505;25;"Dresden Hp Freiberger Straße";360
2502;25;"Dresden Hp Freiberger Straße";2501;25;"Dresden Hp Freiberger Straße";120
2502;25;"Dresden Hp Freiberger Straße";2502;25;"Dresden Hp Freiberger Straße";120
2502;25;"Dresden Hp Freiberger Straße";2506;25;"Dresden Hp Freiberger Straße";180
2502;25;"Dresden Hp Freiberger Straße";2507;25;"Dresden Hp Freiberger Straße";180
2503;25;"Dresden Hp Freiberger Straße";2503;25;"Dresden Hp Freiberger Straße";180
2503;25;"Dresden Hp Freiberger Straße";2504;25;"Dresden Hp Freiberger Straße";120
2503;25;"Dresden Hp Freiberger Straße";2504;25;"Dresden Hp Freiberger Straße";180
2503;25;"Dresden Hp Freiberger Straße";2505;25;"Dresden Hp Freiberger Straße";180
2504;25;"Dresden Hp Freiberger Straße";2501;25;"Dresden Hp Freiberger Straße";180
2504;25;"Dresden Hp Freiberger Straße";2502;25;"Dresden Hp Freiberger Straße";90
2504;25;"Dresden Hp Freiberger Straße";2506;25;"Dresden Hp Freiberger Straße";180
2504;25;"Dresden Hp Freiberger Straße";2503;25;"Dresden Hp Freiberger Straße";120
2504;25;"Dresden Hp Freiberger Straße";2507;25;"Dresden Hp Freiberger Straße";180
2504;25;"Dresden Hp Freiberger Straße";2503;25;"Dresden Hp Freiberger Straße";180
2505;25;"Dresden Hp Freiberger Straße";2501;25;"Dresden Hp Freiberger Straße";360
2505;25;"Dresden Hp Freiberger Straße";2502;25;"Dresden Hp Freiberger Straße";360
2505;25;"Dresden Hp Freiberger Straße";2506;25;"Dresden Hp Freiberger Straße";180
2505;25;"Dresden Hp Freiberger Straße";2503;25;"Dresden Hp Freiberger Straße";180
2505;25;"Dresden Hp Freiberger Straße";2507;25;"Dresden Hp Freiberger Straße";300
2506;25;"Dresden Hp Freiberger Straße";2501;25;"Dresden Hp Freiberger Straße";180
2506;25;"Dresden Hp Freiberger Straße";2505;25;"Dresden Hp Freiberger Straße";180
2506;25;"Dresden Hp Freiberger Straße";2502;25;"Dresden Hp Freiberger Straße";180
2506;25;"Dresden Hp Freiberger Straße";2506;25;"Dresden Hp Freiberger Straße";120
2506;25;"Dresden Hp Freiberger Straße";2507;25;"Dresden Hp Freiberger Straße";180
2506;25;"Dresden Hp Freiberger Straße";2504;25;"Dresden Hp Freiberger Straße";180
2507;25;"Dresden Hp Freiberger Straße";2501;25;"Dresden Hp Freiberger Straße";180
2507;25;"Dresden Hp Freiberger Straße";2505;25;"Dresden Hp Freiberger Straße";300
2507;25;"Dresden Hp Freiberger Straße";2502;25;"Dresden Hp Freiberger Straße";180
2507;25;"Dresden Hp Freiberger Straße";2506;25;"Dresden Hp Freiberger Straße";180
2507;25;"Dresden Hp Freiberger Straße";2507;25;"Dresden Hp Freiberger Straße";180
2507;25;"Dresden Hp Freiberger Straße";2504;25;"Dresden Hp Freiberger Straße";180
2601;26;"Dresden Alfred-Althus-Straße";2601;26;"Dresden Alfred-Althus-Straße";120
2701;27;"Dresden Budapester Straße";2702;27;"Dresden Budapester Straße";180
2701;27;"Dresden Budapester Straße";2701;27;"Dresden Budapester Straße";120
2702;27;"Dresden Budapester Straße";2701;27;"Dresden Budapester Straße";180
2702;27;"Dresden Budapester Straße";2702;27;"Dresden Budapester Straße";120
2801;28;"Dresden Hauptbahnhof";2808;28;"Dresden Hauptbahnhof";300
2801;28;"Dresden Hauptbahnhof";2808;28;"Dresden Hauptbahnhof";300
2801;28;"Dresden Hauptbahnhof";2809;28;"Dresden Hauptbahnhof";300
2801;28;"Dresden Hauptbahnhof";2808;28;"Dresden Hauptbahnhof";300
2801;28;"Dresden Hauptbahnhof";2809;28;"Dresden Hauptbahnhof";300
2801;28;"Dresden Hauptbahnhof";2805;28;"Dresden Hauptbahnhof";180
2801;28;"Dresden Hauptbahnhof";2806;28;"Dresden Hauptbahnhof";120
2801;28;"Dresden Hauptbahnhof";2807;28;"Dresden Hauptbahnhof";180
2801;28;"Dresden Hauptbahnhof";2801;28;"Dresden Hauptbahnhof";300
2802;28;"Dresden Hauptbahnhof";2804;28;"Dresden Hauptbahnhof";180
2802;28;"Dresden Hauptbahnhof";2802;28;"Dresden Hauptbahnhof";120
2802;28;"Dresden Hauptbahnhof";2807;28;"Dresden Hauptbahnhof";120
2802;28;"Dresden Hauptbahnhof";2803;28;"Dresden Hauptbahnhof";180
2803;28;"Dresden Hauptbahnhof";2802;28;"Dresden Hauptbahnhof";180
2803;28;"Dresden Hauptbahnhof";2806;28;"Dresden Hauptbahnhof";180
2803;28;"Dresden Hauptbahnhof";2803;28;"Dresden Hauptbahnhof";120
2803;28;"Dresden Hauptbahnhof";2804;28;"Dresden Hauptbahnhof";300
2804;28;"Dresden Hauptbahnhof";2807;28;"Dresden Hauptbahnhof";120
2804;28;"Dresden Hauptbahnhof";2805;28;"Dresden Hauptbahnhof";180
2804;28;"Dresden Hauptbahnhof";2803;28;"Dresden Hauptbahnhof";300
2804;28;"Dresden Hauptbahnhof";2804;28;"Dresden Hauptbahnhof";120
2804;28;"Dresden Hauptbahnhof";2802;28;"Dresden Hauptbahnhof";180
2805;28;"Dresden Hauptbahnhof";2809;28;"Dresden Hauptbahnhof";180
2805;28;"Dresden Hauptbahnhof";2801;28;"Dresden Hauptbahnhof";180
2805;28;"Dresden Hauptbahnhof";2808;28;"Dresden Hauptbahnhof";420
2805;28;"Dresden Hauptbahnhof";2804;28;"Dresden Hauptbahnhof";180
2805;28;"Dresden Hauptbahnhof";2808;28;"Dresden Hauptbahnhof";180
2805;28;"Dresden Hauptbahnhof";2808;28;"Dresden Hauptbahnhof";360
2805;28;"Dresden Hauptbahnhof";2809;28;"Dresden Hauptbahnhof";180
2806;28;"Dresden Hauptbahnhof";2808;28;"Dresden Hauptbahnhof";180
2806;28;"Dresden Hauptbahnhof";2801;28;"Dresden Hauptbahnhof";120
2806;28;"Dresden Hauptbahnhof";2803;28;"Dresden Hauptbahnhof";180
2806;28;"Dresden Hauptbahnhof";2808;28;"Dresden Hauptbahnhof";180
2806;28;"Dresden Hauptbahnhof";2808;28;"Dresden Hauptbahnhof";120
2806;28;"Dresden Hauptbahnhof";2809;28;"Dresden Hauptbahnhof";420
2806;28;"Dresden Hauptbahnhof";2809;28;"Dresden Hauptbahnhof";240
2807;28;"Dresden Hauptbahnhof";2808;28;"Dresden Hauptbahnhof";180
2807;28;"Dresden Hauptbahnhof";2801;28;"Dresden Hauptbahnhof";180
2807;28;"Dresden Hauptbahnhof";2809;28;"Dresden Hauptbahnhof";300
2807;28;"Dresden Hauptbahnhof";2809;28;"Dresden Hauptbahnhof";180
2807;28;"Dresden Hauptbahnhof";2804;28;"Dresden Hauptbahnhof";120
2807;28;"Dresden Hauptbahnhof";2808;28;"Dresden Hauptbahnhof";300
2807;28;"Dresden Hauptbahnhof";2802;28;"Dresden Hauptbahnhof";120
2807;28;"Dresden Hauptbahnhof";2808;28;"Dresden Hauptbahnhof";180
2808;28;"Dresden Hauptbahnhof";2807;28;"Dresden Hauptbahnhof";180
2808;28;"Dresden Hauptbahnhof";2805;28;"Dresden Hauptbahnhof";360
2808;28;"Dresden Hauptbahnhof";2806;28;"Dresden Hauptbahnhof";120
2808;28;"Dresden Hauptbahnhof";2809;28;"Dresden Hauptbahnhof";300
2808;28;"Dresden Hauptbahnhof";2808;28;"Dresden Hauptbahnhof";300
2808;28;"Dresden Hauptbahnhof";2801;28;"Dresden Hauptbahnhof";300
2808;28;"Dresden Hauptbahnhof";2807;28;"Dresden Hauptbahnhof";300
2808;28;"Dresden Hauptbahnhof";2801;28;"Dresden Hauptbahnhof";300
2808;28;"Dresden Hauptbahnhof";2805;28;"Dresden Hauptbahnhof";420
2808;28;"Dresden Hauptbahnhof";2806;28;"Dresden Hauptbahnhof";180
2808;28;"Dresden Hauptbahnhof";2807;28;"Dresden Hauptbahnhof";180
2808;28;"Dresden Hauptbahnhof";2801;28;"Dresden Hauptbahnhof";300
2808;28;"Dresden Hauptbahnhof";2805;28;"Dresden Hauptbahnhof";180
2808;28;"Dresden Hauptbahnhof";2806;28;"Dresden Hauptbahnhof";180
2809;28;"Dresden Hauptbahnhof";2809;28;"Dresden Hauptbahnhof";300
2809;28;"Dresden Hauptbahnhof";2801;28;"Dresden Hauptbahnhof";300
2809;28;"Dresden Hauptbahnhof";2807;28;"Dresden Hauptbahnhof";300
2809;28;"Dresden Hauptbahnhof";2808;28;"Dresden Hauptbahnhof";300
2809;28;"Dresden Hauptbahnhof";2801;28;"Dresden Hauptbahnhof";300
2809;28;"Dresden Hauptbahnhof";2805;28;"Dresden Hauptbahnhof";180
2809;28;"Dresden Hauptbahnhof";2806;28;"Dresden Hauptbahnhof";420
2809;28;"Dresden Hauptbahnhof";2807;28;"Dresden Hauptbahnhof";180
2809;28;"Dresden Hauptbahnhof";2805;28;"Dresden Hauptbahnhof";180
2809;28;"Dresden Hauptbahnhof";2806;28;"Dresden Hauptbahnhof";240
2901;29;"Dresden Walpurgisstraße";2902;29;"Dresden Walpurgisstraße";120
2901;29;"Dresden Walpurgisstraße";2901;29;"Dresden Walpurgisstraße";120
2902;29;"Dresden Walpurgisstraße";2901;29;"Dresden Walpurgisstraße";120
2902;29;"Dresden Walpurgisstraße";2902;29;"Dresden Walpurgisstraße";120
3001;30;"Dresden Gret-Palucca-Straße";3001;30;"Dresden Gret-Palucca-Straße";120
3001;30;"Dresden Gret-Palucca-Straße";3003;30;"Dresden Gret-Palucca-Straße";180
